scenario_id,task_id,tube_id,trial_id,x_rmse_mm,y_rmse_mm,z_rmse_mm,x_max_abs_error_mm,y_max_abs_error_mm,z_max_abs_error_mm,worst_axis,task_status,notes
pick_failure_test,TASK-7B1-035,TUBE-7B1-035,4,0.28,0.056,0.323,1.23,0.199,0.639,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-035,TUBE-7B1-035,5,0.28,0.058,0.323,1.319,0.205,0.652,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-036,TUBE-7B1-036,1,0.239,0.108,0.328,0.951,0.489,0.636,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-036,TUBE-7B1-036,2,0.233,0.11,0.327,0.831,0.469,0.611,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-036,TUBE-7B1-036,3,0.24,0.106,0.33,0.903,0.46,0.594,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-036,TUBE-7B1-036,4,0.234,0.111,0.33,0.875,0.536,0.629,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-036,TUBE-7B1-036,5,0.238,0.112,0.331,0.869,0.553,0.636,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-037,TUBE-7B1-037,1,0.268,0.102,0.323,1.251,0.696,0.627,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-037,TUBE-7B1-037,2,0.276,0.099,0.328,1.245,0.458,0.615,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-037,TUBE-7B1-037,3,0.269,0.098,0.321,1.213,0.47,0.605,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-037,TUBE-7B1-037,4,0.269,0.097,0.322,1.156,0.641,0.61,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-037,TUBE-7B1-037,5,0.269,0.1,0.324,1.214,0.516,0.605,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-038,TUBE-7B1-038,1,0.254,0.059,0.342,2.434,0.198,0.619,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-038,TUBE-7B1-038,2,0.256,0.056,0.342,2.557,0.171,0.62,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-038,TUBE-7B1-038,3,0.257,0.059,0.341,2.618,0.203,0.643,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-038,TUBE-7B1-038,4,0.258,0.061,0.339,2.57,0.208,0.629,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-038,TUBE-7B1-038,5,0.258,0.062,0.341,2.457,0.248,0.62,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-039,TUBE-7B1-039,1,0.231,0.061,0.335,0.772,0.226,0.628,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-039,TUBE-7B1-039,2,0.231,0.06,0.333,0.85,0.187,0.606,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-039,TUBE-7B1-039,3,0.235,0.065,0.341,0.754,0.209,0.618,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-039,TUBE-7B1-039,4,0.233,0.062,0.335,0.821,0.187,0.614,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-039,TUBE-7B1-039,5,0.236,0.058,0.337,0.798,0.176,0.623,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-040,TUBE-7B1-040,1,0.263,0.107,0.326,0.995,0.562,0.612,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-040,TUBE-7B1-040,2,0.263,0.109,0.324,1.092,0.569,0.626,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-040,TUBE-7B1-040,3,0.26,0.103,0.326,0.973,0.52,0.605,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-040,TUBE-7B1-040,4,0.261,0.102,0.324,0.897,0.475,0.612,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-040,TUBE-7B1-040,5,0.263,0.109,0.323,1.124,0.545,0.611,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-041,TUBE-7B1-041,1,0.278,0.091,0.323,1.382,0.277,0.624,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-041,TUBE-7B1-041,2,0.268,0.093,0.323,1.29,0.405,0.618,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-041,TUBE-7B1-041,3,0.278,0.096,0.324,1.319,0.388,0.619,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-041,TUBE-7B1-041,4,0.273,0.092,0.325,1.322,0.368,0.612,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-041,TUBE-7B1-041,5,0.278,0.092,0.324,1.498,0.374,0.646,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-042,TUBE-7B1-042,1,0.236,0.056,0.339,0.933,0.205,0.627,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-042,TUBE-7B1-042,2,0.234,0.055,0.337,0.857,0.184,0.625,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-042,TUBE-7B1-042,3,0.238,0.056,0.337,0.88,0.197,0.609,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-042,TUBE-7B1-042,4,0.234,0.054,0.339,0.86,0.173,0.637,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-042,TUBE-7B1-042,5,0.235,0.059,0.339,0.876,0.223,0.609,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-043,TUBE-7B1-043,1,0.261,0.051,0.334,1.536,0.206,0.624,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-043,TUBE-7B1-043,2,0.26,0.056,0.332,1.516,0.186,0.638,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-043,TUBE-7B1-043,3,0.262,0.057,0.331,1.494,0.261,0.635,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-043,TUBE-7B1-043,4,0.261,0.06,0.333,1.458,0.166,0.615,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-043,TUBE-7B1-043,5,0.263,0.058,0.334,1.547,0.186,0.631,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-044,TUBE-7B1-044,1,0.278,0.141,0.318,1.639,1.167,0.639,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-044,TUBE-7B1-044,2,0.284,0.139,0.316,1.685,1.058,0.633,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-044,TUBE-7B1-044,3,0.275,0.14,0.316,1.653,1.152,0.64,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-044,TUBE-7B1-044,4,0.282,0.141,0.311,1.675,1.153,0.596,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-044,TUBE-7B1-044,5,0.276,0.14,0.316,1.681,1.074,0.613,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-045,TUBE-7B1-045,1,0.25,0.111,0.328,1.079,0.605,0.634,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-045,TUBE-7B1-045,2,0.251,0.104,0.325,1.089,0.509,0.624,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-045,TUBE-7B1-045,3,0.252,0.107,0.325,1.02,0.462,0.605,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-045,TUBE-7B1-045,4,0.256,0.107,0.329,1.047,0.419,0.628,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-045,TUBE-7B1-045,5,0.251,0.108,0.325,1.007,0.568,0.618,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-046,TUBE-7B1-046,1,0.265,0.094,0.322,1.035,0.272,0.637,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-046,TUBE-7B1-046,2,0.266,0.092,0.321,0.941,0.359,0.599,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-046,TUBE-7B1-046,3,0.263,0.097,0.323,0.903,0.325,0.635,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-046,TUBE-7B1-046,4,0.264,0.096,0.32,0.937,0.301,0.605,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-046,TUBE-7B1-046,5,0.265,0.093,0.321,0.926,0.298,0.624,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-047,TUBE-7B1-047,1,0.285,0.065,0.34,2.998,0.254,0.619,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-047,TUBE-7B1-047,2,0.282,0.067,0.337,3.025,0.248,0.602,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-047,TUBE-7B1-047,3,0.285,0.066,0.335,2.981,0.233,0.618,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-047,TUBE-7B1-047,4,0.285,0.072,0.335,2.971,0.235,0.602,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-047,TUBE-7B1-047,5,0.284,0.07,0.34,2.892,0.226,0.621,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-048,TUBE-7B1-048,1,0.239,0.066,0.335,0.828,0.281,0.61,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-048,TUBE-7B1-048,2,0.243,0.064,0.334,0.808,0.204,0.62,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-048,TUBE-7B1-048,3,0.246,0.067,0.335,0.822,0.287,0.63,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-048,TUBE-7B1-048,4,0.24,0.069,0.334,0.778,0.247,0.617,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-048,TUBE-7B1-048,5,0.242,0.063,0.337,0.881,0.256,0.608,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-049,TUBE-7B1-049,1,0.261,0.111,0.321,0.969,0.496,0.615,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-049,TUBE-7B1-049,2,0.261,0.106,0.321,0.834,0.368,0.61,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-049,TUBE-7B1-049,3,0.259,0.112,0.323,0.86,0.401,0.612,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-049,TUBE-7B1-049,4,0.257,0.11,0.323,0.843,0.535,0.64,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-049,TUBE-7B1-049,5,0.257,0.108,0.321,0.899,0.463,0.642,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-050,TUBE-7B1-050,1,0.276,0.1,0.321,1.568,0.519,0.64,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-050,TUBE-7B1-050,2,0.273,0.109,0.322,1.483,0.511,0.632,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-050,TUBE-7B1-050,3,0.27,0.105,0.321,1.387,0.479,0.623,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-050,TUBE-7B1-050,4,0.27,0.106,0.321,1.509,0.508,0.629,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-050,TUBE-7B1-050,5,0.274,0.106,0.32,1.492,0.521,0.614,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-051,TUBE-7B1-051,1,0.243,0.08,0.334,0.903,0.388,0.617,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-051,TUBE-7B1-051,2,0.245,0.082,0.336,0.893,0.369,0.62,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-051,TUBE-7B1-051,3,0.245,0.08,0.332,0.917,0.404,0.611,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-051,TUBE-7B1-051,4,0.249,0.086,0.331,0.854,0.334,0.608,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-051,TUBE-7B1-051,5,0.244,0.082,0.334,0.866,0.413,0.614,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-052,TUBE-7B1-052,1,0.276,0.094,0.328,2.392,1.066,0.634,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-052,TUBE-7B1-052,2,0.274,0.103,0.33,2.246,1.142,0.644,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-052,TUBE-7B1-052,3,0.277,0.097,0.329,2.385,1.109,0.63,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-052,TUBE-7B1-052,4,0.281,0.097,0.328,2.281,1.135,0.623,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-052,TUBE-7B1-052,5,0.28,0.096,0.328,2.215,1.073,0.614,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-053,TUBE-7B1-053,1,0.151,0.117,0.353,0.578,0.511,0.654,z,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-053,TUBE-7B1-053,2,0.148,0.11,0.356,0.633,0.498,0.618,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-053,TUBE-7B1-053,3,0.144,0.113,0.355,0.685,0.497,0.611,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-053,TUBE-7B1-053,4,0.146,0.112,0.355,0.643,0.412,0.627,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-053,TUBE-7B1-053,5,0.147,0.11,0.353,0.562,0.429,0.611,z,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-054,TUBE-7B1-054,1,0.195,0.106,0.349,1.207,0.586,0.629,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-054,TUBE-7B1-054,2,0.194,0.1,0.347,1.236,0.551,0.612,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-054,TUBE-7B1-054,3,0.2,0.101,0.349,1.248,0.398,0.633,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-054,TUBE-7B1-054,4,0.194,0.102,0.347,1.245,0.534,0.613,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-054,TUBE-7B1-054,5,0.196,0.11,0.35,1.18,0.478,0.625,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-055,TUBE-7B1-055,1,0.162,0.075,0.362,0.82,0.419,0.633,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-055,TUBE-7B1-055,2,0.163,0.077,0.361,0.798,0.474,0.61,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-055,TUBE-7B1-055,3,0.167,0.072,0.358,0.944,0.355,0.613,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-055,TUBE-7B1-055,4,0.164,0.075,0.359,0.782,0.438,0.617,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-055,TUBE-7B1-055,5,0.161,0.078,0.358,0.813,0.39,0.627,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-056,TUBE-7B1-056,1,0.293,0.068,0.333,3.172,0.283,0.621,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-056,TUBE-7B1-056,2,0.297,0.067,0.336,3.324,0.362,0.606,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-056,TUBE-7B1-056,3,0.297,0.063,0.339,3.278,0.328,0.621,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-056,TUBE-7B1-056,4,0.29,0.065,0.336,3.198,0.28,0.648,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-056,TUBE-7B1-056,5,0.291,0.063,0.334,3.101,0.302,0.654,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-057,TUBE-7B1-057,1,0.169,0.105,0.353,0.79,0.488,0.634,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-057,TUBE-7B1-057,2,0.168,0.108,0.351,0.63,0.497,0.657,z,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-057,TUBE-7B1-057,3,0.168,0.11,0.351,0.714,0.534,0.627,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-057,TUBE-7B1-057,4,0.169,0.106,0.349,0.743,0.563,0.611,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-057,TUBE-7B1-057,5,0.172,0.107,0.352,0.776,0.517,0.605,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-058,TUBE-7B1-058,1,0.191,0.098,0.35,0.846,0.376,0.654,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-058,TUBE-7B1-058,2,0.194,0.096,0.348,0.931,0.415,0.621,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-058,TUBE-7B1-058,3,0.194,0.095,0.349,0.832,0.353,0.623,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-058,TUBE-7B1-058,4,0.194,0.096,0.35,0.857,0.311,0.628,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-058,TUBE-7B1-058,5,0.195,0.093,0.35,0.987,0.287,0.627,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-059,TUBE-7B1-059,1,0.206,0.152,0.339,1.371,0.911,0.619,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-059,TUBE-7B1-059,2,0.207,0.152,0.339,1.275,0.865,0.609,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-059,TUBE-7B1-059,3,0.202,0.15,0.343,1.267,0.942,0.616,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-059,TUBE-7B1-059,4,0.203,0.155,0.34,1.208,0.939,0.601,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-059,TUBE-7B1-059,5,0.201,0.15,0.34,1.27,0.876,0.602,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-060,TUBE-7B1-060,1,0.172,0.07,0.357,0.83,0.28,0.633,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-060,TUBE-7B1-060,2,0.17,0.062,0.357,0.757,0.295,0.62,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-060,TUBE-7B1-060,3,0.169,0.063,0.354,0.783,0.237,0.622,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-060,TUBE-7B1-060,4,0.169,0.064,0.355,0.727,0.324,0.631,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-060,TUBE-7B1-060,5,0.172,0.062,0.356,0.795,0.327,0.641,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-061,TUBE-7B1-061,1,0.228,0.084,0.343,1.71,0.584,0.599,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-061,TUBE-7B1-061,2,0.226,0.084,0.346,1.65,0.572,0.62,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-061,TUBE-7B1-061,3,0.226,0.086,0.343,1.646,0.602,0.624,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-061,TUBE-7B1-061,4,0.23,0.076,0.344,1.747,0.45,0.616,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-061,TUBE-7B1-061,5,0.228,0.084,0.344,1.554,0.564,0.626,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-062,TUBE-7B1-062,1,0.16,0.117,0.353,0.76,0.57,0.61,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-062,TUBE-7B1-062,2,0.16,0.115,0.353,0.751,0.447,0.611,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-062,TUBE-7B1-062,3,0.166,0.117,0.353,0.743,0.573,0.659,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-062,TUBE-7B1-062,4,0.166,0.11,0.351,0.702,0.37,0.625,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-062,TUBE-7B1-062,5,0.159,0.116,0.351,0.664,0.407,0.641,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-063,TUBE-7B1-063,1,0.195,0.106,0.343,0.725,0.479,0.639,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-063,TUBE-7B1-063,2,0.189,0.106,0.343,0.759,0.473,0.639,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-063,TUBE-7B1-063,3,0.194,0.11,0.345,0.724,0.413,0.613,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-063,TUBE-7B1-063,4,0.194,0.103,0.346,0.654,0.405,0.615,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-063,TUBE-7B1-063,5,0.196,0.103,0.344,0.744,0.397,0.626,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-064,TUBE-7B1-064,1,0.18,0.089,0.353,0.959,0.613,0.638,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-064,TUBE-7B1-064,2,0.183,0.092,0.353,0.868,0.727,0.618,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-064,TUBE-7B1-064,3,0.182,0.087,0.35,0.868,0.719,0.64,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-064,TUBE-7B1-064,4,0.181,0.087,0.352,0.884,0.704,0.622,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-064,TUBE-7B1-064,5,0.183,0.093,0.353,0.915,0.729,0.611,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-065,TUBE-7B1-065,1,0.276,0.073,0.342,3.165,0.384,0.616,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-065,TUBE-7B1-065,2,0.269,0.079,0.342,3.083,0.47,0.617,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-065,TUBE-7B1-065,3,0.27,0.079,0.34,3.06,0.301,0.609,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-065,TUBE-7B1-065,4,0.27,0.078,0.343,3.151,0.359,0.619,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-065,TUBE-7B1-065,5,0.27,0.076,0.344,3.054,0.36,0.634,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-066,TUBE-7B1-066,1,0.181,0.129,0.345,0.737,0.51,0.614,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-066,TUBE-7B1-066,2,0.183,0.127,0.346,0.794,0.488,0.661,x,PASS,Task-level robustness summary for balanced_pid.
pick_failure_test,TASK-7B1-066,TUBE-7B1-066,3,0.176,0.122,0.346,0.717,0.473,0.642,x,PASS,Task-level robustness summary for balanced_pid.
